"ServerName","DateRun","Risk","Count"
"Server2","11/14/2020","high","13"
"Server2","11/14/2020","critical","7"
"Server2","11/14/2020","total","131"
"Server3","11/14/2020","none","13"
"Server3","11/14/2020","low","1"
"Server3","11/14/2020","medium","4"
"Server3","11/14/2020","high","2"
"Server3","11/14/2020","critical","1"
"Server3","11/14/2020","total","21"
"Server4","11/14/2020","none","0"
"Server4","11/14/2020","low","0"
"Server4","11/14/2020","medium","0"
"Server4","11/14/2020","high","0"
"Server4","11/14/2020","critical","0"
"Server4","11/14/2020","total","0"
"Server5","11/14/2020","none","29"
"Server5","11/14/2020","low","2"
"Server5","11/14/2020","medium","10"
"Server5","11/14/2020","high","5"
"Server5","11/14/2020","critical","2"
"Server5","11/14/2020","total","49"
"Server6","11/14/2020","none","50"
"Server6","11/14/2020","low","4"
"Server6","11/14/2020","medium","17"
"Server6","11/14/2020","high","8"
"Server6","11/14/2020","critical","4"
"Server6","11/14/2020","total","83"
"Server7","11/14/2020","none","76"
"Server7","11/14/2020","low","6"
"Server7","11/14/2020","medium","25"
"Server7","11/14/2020","high","13"
"Server7","11/14/2020","critical","6"
"Server7","11/14/2020","total","126"
"Server8","11/14/2020","none","11"
"Server8","11/14/2020","low","1"
"Server8","11/14/2020","medium","4"
"Server8","11/14/2020","high","2"
"Server8","11/14/2020","critical","1"
"Server8","11/14/2020","total","19"
"Server9","11/14/2020","none","58"
"Server9","11/14/2020","low","5"
"Server9","11/14/2020","medium","19"
"Server9","11/14/2020","high","10"
"Server9","11/14/2020","critical","5"
"Server9","11/14/2020","total","97"
"Server10","11/14/2020","none","30"
"Server10","11/14/2020","low","2"
"Server10","11/14/2020","medium","10"
"Server10","11/14/2020","high","5"
"Server10","11/14/2020","critical","2"
"Server10","11/14/2020","total","50"
"Server11","11/14/2020","none","0"
"Server11","11/14/2020","low","0"
"Server11","11/14/2020","medium","0"
"Server11","11/14/2020","high","0"
"Server11","11/14/2020","critical","0"
"Server11","11/14/2020","total","0"
"Server12","11/14/2020","none","0"
"Server12","11/14/2020","low","0"
"Server12","11/14/2020","medium","0"
"Server12","11/14/2020","high","0"
"Server12","11/14/2020","critical","0"
"Server12","11/14/2020","total","0"
"Server13","11/14/2020","none","19"
"Server13","11/14/2020","low","2"
"Server13","11/14/2020","medium","6"
"Server13","11/14/2020","high","3"
"Server13","11/14/2020","critical","2"
"Server13","11/14/2020","total","31"
"Server14","11/14/2020","none","0"
"Server14","11/14/2020","low","0"
"Server14","11/14/2020","medium","0"
"Server14","11/14/2020","high","0"
"Server14","11/14/2020","critical","0"
"Server14","11/14/2020","total","0"
"Server15","11/14/2020","none","82"
"Server15","11/14/2020","low","7"
"Server15","11/14/2020","medium","27"
"Server15","11/14/2020","high","14"
"Server15","11/14/2020","critical","7"
"Server15","11/14/2020","total","137"
"Server16","11/14/2020","none","37"
"Server16","11/14/2020","low","3"
"Server16","11/14/2020","medium","12"
"Server16","11/14/2020","high","6"
"Server16","11/14/2020","critical","3"
"Server16","11/14/2020","total","61"
"Server17","11/14/2020","none","25"
"Server17","11/14/2020","low","2"
"Server17","11/14/2020","medium","8"
"Server17","11/14/2020","high","4"
"Server17","11/14/2020","critical","2"
"Server17","11/14/2020","total","41"
"Server18","11/14/2020","none","5"
"Server18","11/14/2020","low","0"
"Server18","11/14/2020","medium","2"
"Server18","11/14/2020","high","1"
"Server18","11/14/2020","critical","0"
"Server18","11/14/2020","total","8"
"Server19","11/14/2020","none","23"
"Server19","11/14/2020","low","2"
"Server19","11/14/2020","medium","8"
"Server19","11/14/2020","high","4"
"Server19","11/14/2020","critical","2"
"Server19","11/14/2020","total","39"
"Server20","11/14/2020","none","1"
"Server20","11/14/2020","low","0"
"Server20","11/14/2020","medium","0"
"Server20","11/14/2020","high","0"
"Server20","11/14/2020","critical","0"
"Server20","11/14/2020","total","2"
"Server21","11/14/2020","none","35"
"Server21","11/14/2020","low","3"
"Server21","11/14/2020","medium","12"
"Server21","11/14/2020","high","6"
"Server21","11/14/2020","critical","3"
"Server21","11/14/2020","total","58"
"Server22","11/14/2020","none","0"
"Server22","11/14/2020","low","0"
"Server22","11/14/2020","medium","0"
"Server22","11/14/2020","high","0"
"Server22","11/14/2020","critical","0"
"Server22","11/14/2020","total","0"
"Server23","11/14/2020","none","51"
"Server23","11/14/2020","low","4"
"Server23","11/14/2020","medium","17"
"Server23","11/14/2020","high","8"
"Server23","11/14/2020","critical","4"
"Server23","11/14/2020","total","85"
"Server24","11/14/2020","none","34"
"Server24","11/14/2020","low","3"
"Server24","11/14/2020","medium","11"
"Server24","11/14/2020","high","6"
"Server24","11/14/2020","critical","3"
"Server24","11/14/2020","total","57"
"Server25","11/14/2020","none","74"
"Server25","11/14/2020","low","6"
"Server25","11/14/2020","medium","25"
"Server25","11/14/2020","high","12"
"Server25","11/14/2020","critical","6"
"Server25","11/14/2020","total","123"
"Server26","11/14/2020","none","0"
"Server26","11/14/2020","low","0"
"Server26","11/14/2020","medium","0"
"Server26","11/14/2020","high","0"
"Server26","11/14/2020","critical","0"
"Server26","11/14/2020","total","0"
"Server27","11/14/2020","none","41"
"Server27","11/14/2020","low","3"
"Server27","11/14/2020","medium","14"
"Server27","11/14/2020","high","7"
"Server27","11/14/2020","critical","3"
"Server27","11/14/2020","total","68"
"Server28","11/14/2020","none","22"
"Server28","11/14/2020","low","2"
"Server28","11/14/2020","medium","7"
"Server28","11/14/2020","high","4"
"Server28","11/14/2020","critical","2"
"Server28","11/14/2020","total","36"
"Server29","11/14/2020","none","0"
"Server29","11/14/2020","low","0"
"Server29","11/14/2020","medium","0"
"Server29","11/14/2020","high","0"
"Server29","11/14/2020","critical","0"
"Server29","11/14/2020","total","0"
"Server30","11/14/2020","none","4"
"Server30","11/14/2020","low","0"
"Server30","11/14/2020","medium","1"
"Server30","11/14/2020","high","1"
"Server30","11/14/2020","critical","0"
"Server30","11/14/2020","total","6"
"Server31","11/14/2020","none","79"
"Server31","11/14/2020","low","7"
"Server31","11/14/2020","medium","26"
"Server31","11/14/2020","high","13"
"Server31","11/14/2020","critical","7"
"Server31","11/14/2020","total","131"
"Server32","11/14/2020","none","53"
"Server32","11/14/2020","low","4"
"Server32","11/14/2020","medium","18"
"Server32","11/14/2020","high","9"
"Server32","11/14/2020","critical","4"
"Server32","11/14/2020","total","88"
"Server33","11/14/2020","none","2"
"Server33","11/14/2020","low","0"
"Server33","11/14/2020","medium","1"
"Server33","11/14/2020","high","0"
"Server33","11/14/2020","critical","0"
"Server33","11/14/2020","total","3"
"Server34","11/14/2020","none","11"
"Server34","11/14/2020","low","1"
"Server34","11/14/2020","medium","4"
"Server34","11/14/2020","high","2"
"Server34","11/14/2020","critical","1"
"Server34","11/14/2020","total","18"
"Server35","11/14/2020","none","0"
"Server35","11/14/2020","low","0"
"Server35","11/14/2020","medium","0"
"Server35","11/14/2020","high","0"
"Server35","11/14/2020","critical","0"
"Server35","11/14/2020","total","0"
"Server36","11/14/2020","none","0"
"Server36","11/14/2020","low","0"
"Server36","11/14/2020","medium","0"
"Server36","11/14/2020","high","0"
"Server36","11/14/2020","critical","0"
"Server36","11/14/2020","total","0"
"Server37","11/14/2020","none","44"
"Server37","11/14/2020","low","4"
"Server37","11/14/2020","medium","15"
"Server37","11/14/2020","high","7"
"Server37","11/14/2020","critical","4"
"Server37","11/14/2020","total","74"
"Server38","11/14/2020","none","40"
"Server38","11/14/2020","low","3"
"Server38","11/14/2020","medium","13"
"Server38","11/14/2020","high","7"
"Server38","11/14/2020","critical","3"
"Server38","11/14/2020","total","66"
"Server39","11/14/2020","none","48"
"Server39","11/14/2020","low","4"
"Server39","11/14/2020","medium","16"
"Server39","11/14/2020","high","8"
"Server39","11/14/2020","critical","4"
"Server39","11/14/2020","total","80"
"Server40","11/14/2020","none","0"
"Server40","11/14/2020","low","0"
"Server40","11/14/2020","medium","0"
"Server40","11/14/2020","high","0"
"Server40","11/14/2020","critical","0"
"Server40","11/14/2020","total","0"
"Server41","11/14/2020","none","19"
"Server41","11/14/2020","low","2"
"Server41","11/14/2020","medium","6"
"Server41","11/14/2020","high","3"
"Server41","11/14/2020","critical","2"
"Server41","11/14/2020","total","32"
"Server42","11/14/2020","none","0"
"Server42","11/14/2020","low","0"
"Server42","11/14/2020","medium","0"
"Server42","11/14/2020","high","0"
"Server42","11/14/2020","critical","0"
"Server42","11/14/2020","total","0"
"Server43","11/14/2020","none","0"
"Server43","11/14/2020","low","0"
"Server43","11/14/2020","medium","0"
"Server43","11/14/2020","high","0"
"Server43","11/14/2020","critical","0"
"Server43","11/14/2020","total","0"
"Server44","11/14/2020","none","20"
"Server44","11/14/2020","low","2"
"Server44","11/14/2020","medium","7"
"Server44","11/14/2020","high","3"
"Server44","11/14/2020","critical","2"
"Server44","11/14/2020","total","34"
"Server45","11/14/2020","none","21"
"Server45","11/14/2020","low","2"
"Server45","11/14/2020","medium","7"
"Server45","11/14/2020","high","4"
"Server45","11/14/2020","critical","2"
"Server45","11/14/2020","total","35"
"Server46","11/14/2020","none","5"
"Server46","11/14/2020","low","0"
"Server46","11/14/2020","medium","2"
"Server46","11/14/2020","high","1"
"Server46","11/14/2020","critical","0"
"Server46","11/14/2020","total","8"
"Server47","11/14/2020","none","53"
"Server47","11/14/2020","low","4"
"Server47","11/14/2020","medium","18"
"Server47","11/14/2020","high","9"
"Server47","11/14/2020","critical","4"
"Server47","11/14/2020","total","88"
"Server48","11/14/2020","none","13"
"Server48","11/14/2020","low","1"
"Server48","11/14/2020","medium","4"
"Server48","11/14/2020","high","2"
"Server48","11/14/2020","critical","1"
"Server48","11/14/2020","total","21"
"Server49","11/14/2020","none","29"
"Server49","11/14/2020","low","2"
"Server49","11/14/2020","medium","10"
"Server49","11/14/2020","high","5"
"Server49","11/14/2020","critical","2"
"Server49","11/14/2020","total","48"
"Server0","11/15/2020","none","23"
"Server0","11/15/2020","low","2"
"Server0","11/15/2020","medium","8"
"Server0","11/15/2020","high","4"
"Server0","11/15/2020","critical","2"
"Server0","11/15/2020","total","39"
"Server1","11/15/2020","none","74"
"Server1","11/15/2020","low","6"
"Server1","11/15/2020","medium","25"
"Server1","11/15/2020","high","12"
"Server1","11/15/2020","critical","6"
"Server1","11/15/2020","total","123"
"Server2","11/15/2020","none","79"
"Server2","11/15/2020","low","7"
"Server2","11/15/2020","medium","26"
"Server2","11/15/2020","high","13"
"Server2","11/15/2020","critical","7"
"Server2","11/15/2020","total","132"
"Server3","11/15/2020","none","8"
"Server3","11/15/2020","low","1"
"Server3","11/15/2020","medium","3"
"Server3","11/15/2020","high","1"
"Server3","11/15/2020","critical","1"
"Server3","11/15/2020","total","14"
"Server4","11/15/2020","none","0"
"Server4","11/15/2020","low","0"
"Server4","11/15/2020","medium","0"
"Server4","11/15/2020","high","0"
"Server4","11/15/2020","critical","0"
"Server4","11/15/2020","total","0"
"Server5","11/15/2020","none","28"
"Server5","11/15/2020","low","2"
"Server5","11/15/2020","medium","9"
"Server5","11/15/2020","high","5"
"Server5","11/15/2020","critical","2"
"Server5","11/15/2020","total","47"
"Server6","11/15/2020","none","46"
"Server6","11/15/2020","low","4"
"Server6","11/15/2020","medium","15"
"Server6","11/15/2020","high","8"
"Server6","11/15/2020","critical","4"
"Server6","11/15/2020","total","76"
"Server7","11/15/2020","none","76"
"Server7","11/15/2020","low","6"
"Server7","11/15/2020","medium","25"
"Server7","11/15/2020","high","13"
"Server7","11/15/2020","critical","6"
"Server7","11/15/2020","total","126"
"Server8","11/15/2020","none","6"
"Server8","11/15/2020","low","0"
"Server8","11/15/2020","medium","2"
"Server8","11/15/2020","high","1"
"Server8","11/15/2020","critical","0"
"Server8","11/15/2020","total","10"
"Server9","11/15/2020","none","58"
"Server9","11/15/2020","low","5"
"Server9","11/15/2020","medium","19"
"Server9","11/15/2020","high","10"
"Server9","11/15/2020","critical","5"
"Server9","11/15/2020","total","97"
"Server10","11/15/2020","none","29"
"Server10","11/15/2020","low","2"
"Server10","11/15/2020","medium","10"
"Server10","11/15/2020","high","5"
"Server10","11/15/2020","critical","2"
"Server10","11/15/2020","total","49"
"Server11","11/15/2020","none","0"
"Server11","11/15/2020","low","0"
"Server11","11/15/2020","medium","0"
"Server11","11/15/2020","high","0"
"Server11","11/15/2020","critical","0"
"Server11","11/15/2020","total","0"
"Server12","11/15/2020","none","0"
"Server12","11/15/2020","low","0"
"Server12","11/15/2020","medium","0"
"Server12","11/15/2020","high","0"
"Server12","11/15/2020","critical","0"
"Server12","11/15/2020","total","0"
"Server13","11/15/2020","none","19"
"Server13","11/15/2020","low","2"
"Server13","11/15/2020","medium","6"
"Server13","11/15/2020","high","3"
"Server13","11/15/2020","critical","2"
"Server13","11/15/2020","total","32"
"Server14","11/15/2020","none","0"
"Server14","11/15/2020","low","0"
"Server14","11/15/2020","medium","0"
"Server14","11/15/2020","high","0"
"Server14","11/15/2020","critical","0"
"Server14","11/15/2020","total","0"
"Server15","11/15/2020","none","77"
"Server15","11/15/2020","low","6"
"Server15","11/15/2020","medium","26"
"Server15","11/15/2020","high","13"
"Server15","11/15/2020","critical","6"
"Server15","11/15/2020","total","129"
"Server16","11/15/2020","none","28"
"Server16","11/15/2020","low","2"
"Server16","11/15/2020","medium","9"
"Server16","11/15/2020","high","5"
"Server16","11/15/2020","critical","2"
"Server16","11/15/2020","total","46"
"Server17","11/15/2020","none","25"
"Server17","11/15/2020","low","2"
"Server17","11/15/2020","medium","8"
"Server17","11/15/2020","high","4"
"Server17","11/15/2020","critical","2"
"Server17","11/15/2020","total","41"
"Server18","11/15/2020","none","0"
"Server18","11/15/2020","low","0"
"Server18","11/15/2020","medium","0"
"Server18","11/15/2020","high","0"
"Server18","11/15/2020","critical","0"
"Server18","11/15/2020","total","0"
"Server19","11/15/2020","none","23"
"Server19","11/15/2020","low","2"
"Server19","11/15/2020","medium","8"
"Server19","11/15/2020","high","4"
"Server19","11/15/2020","critical","2"
"Server19","11/15/2020","total","39"
"Server20","11/15/2020","none","1"
"Server20","11/15/2020","low","0"
"Server20","11/15/2020","medium","0"
"Server20","11/15/2020","high","0"
"Server20","11/15/2020","critical","0"
"Server20","11/15/2020","total","1"
"Server21","11/15/2020","none","35"
"Server21","11/15/2020","low","3"
"Server21","11/15/2020","medium","12"
"Server21","11/15/2020","high","6"
"Server21","11/15/2020","critical","3"
"Server21","11/15/2020","total","59"
"Server22","11/15/2020","none","0"
"Server22","11/15/2020","low","0"
"Server22","11/15/2020","medium","0"
"Server22","11/15/2020","high","0"
"Server22","11/15/2020","critical","0"
"Server22","11/15/2020","total","0"
"Server23","11/15/2020","none","43"
"Server23","11/15/2020","low","4"
"Server23","11/15/2020","medium","14"
"Server23","11/15/2020","high","7"
"Server23","11/15/2020","critical","4"
"Server23","11/15/2020","total","71"
"Server24","11/15/2020","none","34"
"Server24","11/15/2020","low","3"
"Server24","11/15/2020","medium","11"
"Server24","11/15/2020","high","6"
"Server24","11/15/2020","critical","3"
"Server24","11/15/2020","total","57"
"Server25","11/15/2020","none","71"
"Server25","11/15/2020","low","6"
"Server25","11/15/2020","medium","24"
"Server25","11/15/2020","high","12"
"Server25","11/15/2020","critical","6"
"Server25","11/15/2020","total","118"
"Server26","11/15/2020","none","0"
"Server26","11/15/2020","low","0"
"Server26","11/15/2020","medium","0"
"Server26","11/15/2020","high","0"
"Server26","11/15/2020","critical","0"
"Server26","11/15/2020","total","0"
"Server27","11/15/2020","none","37"
"Server27","11/15/2020","low","3"
"Server27","11/15/2020","medium","12"
"Server27","11/15/2020","high","6"
"Server27","11/15/2020","critical","3"
"Server27","11/15/2020","total","61"
"Server28","11/15/2020","none","22"
"Server28","11/15/2020","low","2"
"Server28","11/15/2020","medium","7"
"Server28","11/15/2020","high","4"
"Server28","11/15/2020","critical","2"
"Server28","11/15/2020","total","37"
"Server29","11/15/2020","none","0"
"Server29","11/15/2020","low","0"
"Server29","11/15/2020","medium","0"
"Server29","11/15/2020","high","0"
"Server29","11/15/2020","critical","0"
"Server29","11/15/2020","total","0"
"Server30","11/15/2020","none","4"
"Server30","11/15/2020","low","0"
"Server30","11/15/2020","medium","1"
"Server30","11/15/2020","high","1"
"Server30","11/15/2020","critical","0"
"Server30","11/15/2020","total","6"
"Server31","11/15/2020","none","76"
"Server31","11/15/2020","low","6"
"Server31","11/15/2020","medium","25"
"Server31","11/15/2020","high","13"
"Server31","11/15/2020","critical","6"
"Server31","11/15/2020","total","126"
"Server32","11/15/2020","none","49"
"Server32","11/15/2020","low","4"
"Server32","11/15/2020","medium","16"
"Server32","11/15/2020","high","8"
"Server32","11/15/2020","critical","4"
"Server32","11/15/2020","total","81"
"Server33","11/15/2020","none","0"
"Server33","11/15/2020","low","0"
"Server33","11/15/2020","medium","0"
"Server33","11/15/2020","high","0"
"Server33","11/15/2020","critical","0"
"Server33","11/15/2020","total","0"
"Server34","11/15/2020","none","11"
"Server34","11/15/2020","low","1"
"Server34","11/15/2020","medium","4"
"Server34","11/15/2020","high","2"
"Server34","11/15/2020","critical","1"
"Server34","11/15/2020","total","19"
"Server35","11/15/2020","none","0"
"Server35","11/15/2020","low","0"
"Server35","11/15/2020","medium","0"
"Server35","11/15/2020","high","0"
"Server35","11/15/2020","critical","0"
"Server35","11/15/2020","total","0"
"Server36","11/15/2020","none","0"
"Server36","11/15/2020","low","0"
"Server36","11/15/2020","medium","0"
"Server36","11/15/2020","high","0"
"Server36","11/15/2020","critical","0"
"Server36","11/15/2020","total","0"
"Server37","11/15/2020","none","44"
"Server37","11/15/2020","low","4"
"Server37","11/15/2020","medium","15"
"Server37","11/15/2020","high","7"
"Server37","11/15/2020","critical","4"
"Server37","11/15/2020","total","74"
"Server38","11/15/2020","none","40"
"Server38","11/15/2020","low","3"
"Server38","11/15/2020","medium","13"
"Server38","11/15/2020","high","7"
"Server38","11/15/2020","critical","3"
"Server38","11/15/2020","total","66"
"Server39","11/15/2020","none","39"
"Server39","11/15/2020","low","3"
"Server39","11/15/2020","medium","13"
"Server39","11/15/2020","high","6"
"Server39","11/15/2020","critical","3"
"Server39","11/15/2020","total","65"
"Server40","11/15/2020","none","0"
"Server40","11/15/2020","low","0"
"Server40","11/15/2020","medium","0"
"Server40","11/15/2020","high","0"
"Server40","11/15/2020","critical","0"
"Server40","11/15/2020","total","0"
"Server41","11/15/2020","none","11"
"Server41","11/15/2020","low","1"
"Server41","11/15/2020","medium","4"
"Server41","11/15/2020","high","2"
"Server41","11/15/2020","critical","1"
"Server41","11/15/2020","total","18"
"Server42","11/15/2020","none","0"
"Server42","11/15/2020","low","0"
"Server42","11/15/2020","medium","0"
"Server42","11/15/2020","high","0"
"Server42","11/15/2020","critical","0"
"Server42","11/15/2020","total","0"
"Server43","11/15/2020","none","0"
"Server43","11/15/2020","low","0"
"Server43","11/15/2020","medium","0"
"Server43","11/15/2020","high","0"
"Server43","11/15/2020","critical","0"
"Server43","11/15/2020","total","0"
"Server44","11/15/2020","none","20"
"Server44","11/15/2020","low","2"
"Server44","11/15/2020","medium","7"
"Server44","11/15/2020","high","3"
"Server44","11/15/2020","critical","2"
"Server44","11/15/2020","total","34"
"Server45","11/15/2020","none","14"
"Server45","11/15/2020","low","1"
"Server45","11/15/2020","medium","5"
"Server45","11/15/2020","high","2"
"Server45","11/15/2020","critical","1"
"Server45","11/15/2020","total","24"
"Server46","11/15/2020","none","5"
"Server46","11/15/2020","low","0"
"Server46","11/15/2020","medium","2"
"Server46","11/15/2020","high","1"
"Server46","11/15/2020","critical","0"
"Server46","11/15/2020","total","8"
"Server47","11/15/2020","none","53"
"Server47","11/15/2020","low","4"
"Server47","11/15/2020","medium","18"
"Server47","11/15/2020","high","9"
"Server47","11/15/2020","critical","4"
"Server47","11/15/2020","total","88"
"Server48","11/15/2020","none","2"
"Server48","11/15/2020","low","0"
"Server48","11/15/2020","medium","1"
"Server48","11/15/2020","high","0"
"Server48","11/15/2020","critical","0"
"Server48","11/15/2020","total","3"
"Server49","11/15/2020","none","29"
"Server49","11/15/2020","low","2"
"Server49","11/15/2020","medium","10"
"Server49","11/15/2020","high","5"
"Server49","11/15/2020","critical","2"
"Server49","11/15/2020","total","48"
"Server0","11/16/2020","none","14"
"Server0","11/16/2020","low","1"
"Server0","11/16/2020","medium","5"
"Server0","11/16/2020","high","2"
"Server0","11/16/2020","critical","1"
"Server0","11/16/2020","total","23"
"Server1","11/16/2020","none","67"
"Server1","11/16/2020","low","6"
"Server1","11/16/2020","medium","22"
"Server1","11/16/2020","high","11"
"Server1","11/16/2020","critical","6"
"Server1","11/16/2020","total","112"
"Server2","11/16/2020","none","79"
"Server2","11/16/2020","low","7"
"Server2","11/16/2020","medium","26"
"Server2","11/16/2020","high","13"
"Server2","11/16/2020","critical","7"
"Server2","11/16/2020","total","132"
"Server3","11/16/2020","none","0"
"Server3","11/16/2020","low","0"
"Server3","11/16/2020","medium","0"
"Server3","11/16/2020","high","0"
"Server3","11/16/2020","critical","0"
"Server3","11/16/2020","total","0"
"Server4","11/16/2020","none","0"
"Server4","11/16/2020","low","0"
"Server4","11/16/2020","medium","0"
"Server4","11/16/2020","high","0"
"Server4","11/16/2020","critical","0"
"Server4","11/16/2020","total","0"
"Server5","11/16/2020","none","28"
"Server5","11/16/2020","low","2"
"Server5","11/16/2020","medium","9"
"Server5","11/16/2020","high","5"
"Server5","11/16/2020","critical","2"
"Server5","11/16/2020","total","46"
"Server6","11/16/2020","none","46"
"Server6","11/16/2020","low","4"
"Server6","11/16/2020","medium","15"
"Server6","11/16/2020","high","8"
"Server6","11/16/2020","critical","4"
"Server6","11/16/2020","total","77"
"Server7","11/16/2020","none","76"
"Server7","11/16/2020","low","6"
"Server7","11/16/2020","medium","25"
"Server7","11/16/2020","high","13"
"Server7","11/16/2020","critical","6"
"Server7","11/16/2020","total","126"
"Server8","11/16/2020","none","0"
"Server8","11/16/2020","low","0"
"Server8","11/16/2020","medium","0"
"Server8","11/16/2020","high","0"
"Server8","11/16/2020","critical","0"
"Server8","11/16/2020","total","0"
"Server9","11/16/2020","none","58"
"Server9","11/16/2020","low","5"
"Server9","11/16/2020","medium","19"
"Server9","11/16/2020","high","10"
"Server9","11/16/2020","critical","5"
"Server9","11/16/2020","total","97"
"Server10","11/16/2020","none","29"
"Server10","11/16/2020","low","2"
"Server10","11/16/2020","medium","10"
"Server10","11/16/2020","high","5"
"Server10","11/16/2020","critical","2"
"Server10","11/16/2020","total","48"
"Server11","11/16/2020","none","0"
"Server11","11/16/2020","low","0"
"Server11","11/16/2020","medium","0"
"Server11","11/16/2020","high","0"
"Server11","11/16/2020","critical","0"
"Server11","11/16/2020","total","0"
"Server12","11/16/2020","none","0"
"Server12","11/16/2020","low","0"
"Server12","11/16/2020","medium","0"
"Server12","11/16/2020","high","0"
"Server12","11/16/2020","critical","0"
"Server12","11/16/2020","total","0"
"Server13","11/16/2020","none","16"
"Server13","11/16/2020","low","1"
"Server13","11/16/2020","medium","5"
"Server13","11/16/2020","high","3"
"Server13","11/16/2020","critical","1"
"Server13","11/16/2020","total","26"
"Server14","11/16/2020","none","0"
"Server14","11/16/2020","low","0"
"Server14","11/16/2020","medium","0"
"Server14","11/16/2020","high","0"
"Server14","11/16/2020","critical","0"
"Server14","11/16/2020","total","0"
"Server15","11/16/2020","none","76"
"Server15","11/16/2020","low","6"
"Server15","11/16/2020","medium","25"
"Server15","11/16/2020","high","13"
"Server15","11/16/2020","critical","6"
"Server15","11/16/2020","total","127"
"Server16","11/16/2020","none","28"
"Server16","11/16/2020","low","2"
"Server16","11/16/2020","medium","9"
"Server16","11/16/2020","high","5"
"Server16","11/16/2020","critical","2"
"Server16","11/16/2020","total","46"
"Server17","11/16/2020","none","21"
"Server17","11/16/2020","low","2"
"Server17","11/16/2020","medium","7"
"Server17","11/16/2020","high","4"
"Server17","11/16/2020","critical","2"
"Server17","11/16/2020","total","35"
"Server18","11/16/2020","none","0"
"Server18","11/16/2020","low","0"
"Server18","11/16/2020","medium","0"
"Server18","11/16/2020","high","0"
"Server18","11/16/2020","critical","0"
"Server18","11/16/2020","total","0"
"Server19","11/16/2020","none","12"
"Server19","11/16/2020","low","1"
"Server19","11/16/2020","medium","4"
"Server19","11/16/2020","high","2"
"Server19","11/16/2020","critical","1"
"Server19","11/16/2020","total","20"
"Server20","11/16/2020","none","0"
"Server20","11/16/2020","low","0"
"Server20","11/16/2020","medium","0"
"Server20","11/16/2020","high","0"
"Server20","11/16/2020","critical","0"
"Server20","11/16/2020","total","0"
"Server21","11/16/2020","none","26"
"Server21","11/16/2020","low","2"
"Server21","11/16/2020","medium","9"
"Server21","11/16/2020","high","4"
"Server21","11/16/2020","critical","2"
"Server21","11/16/2020","total","44"
"Server22","11/16/2020","none","0"
"Server22","11/16/2020","low","0"
"Server22","11/16/2020","medium","0"
"Server22","11/16/2020","high","0"
"Server22","11/16/2020","critical","0"
"Server22","11/16/2020","total","0"
"Server23","11/16/2020","none","43"
"Server23","11/16/2020","low","4"
"Server23","11/16/2020","medium","14"
"Server23","11/16/2020","high","7"
"Server23","11/16/2020","critical","4"
"Server23","11/16/2020","total","72"
"Server24","11/16/2020","none","34"
"Server24","11/16/2020","low","3"
"Server24","11/16/2020","medium","11"
"Server24","11/16/2020","high","6"
"Server24","11/16/2020","critical","3"
"Server24","11/16/2020","total","57"
"Server25","11/16/2020","none","71"
"Server25","11/16/2020","low","6"
"Server25","11/16/2020","medium","24"
"Server25","11/16/2020","high","12"
"Server25","11/16/2020","critical","6"
"Server25","11/16/2020","total","119"
"Server26","11/16/2020","none","0"
"Server26","11/16/2020","low","0"
"Server26","11/16/2020","medium","0"
"Server26","11/16/2020","high","0"
"Server26","11/16/2020","critical","0"
"Server26","11/16/2020","total","0"
"Server27","11/16/2020","none","37"
"Server27","11/16/2020","low","3"
"Server27","11/16/2020","medium","12"
"Server27","11/16/2020","high","6"
"Server27","11/16/2020","critical","3"
"Server27","11/16/2020","total","61"
"Server28","11/16/2020","none","11"
"Server28","11/16/2020","low","1"
"Server28","11/16/2020","medium","4"
"Server28","11/16/2020","high","2"
"Server28","11/16/2020","critical","1"
"Server28","11/16/2020","total","19"
"Server29","11/16/2020","none","0"
"Server29","11/16/2020","low","0"
"Server29","11/16/2020","medium","0"
"Server29","11/16/2020","high","0"
"Server29","11/16/2020","critical","0"
"Server29","11/16/2020","total","0"
"Server30","11/16/2020","none","0"
"Server30","11/16/2020","low","0"
"Server30","11/16/2020","medium","0"
"Server30","11/16/2020","high","0"
"Server30","11/16/2020","critical","0"
"Server30","11/16/2020","total","0"
"Server31","11/16/2020","none","69"
"Server31","11/16/2020","low","6"
"Server31","11/16/2020","medium","23"
"Server31","11/16/2020","high","12"
"Server31","11/16/2020","critical","6"
"Server31","11/16/2020","total","115"
"Server32","11/16/2020","none","49"
"Server32","11/16/2020","low","4"
"Server32","11/16/2020","medium","16"
"Server32","11/16/2020","high","8"
"Server32","11/16/2020","critical","4"
"Server32","11/16/2020","total","81"
"Server33","11/16/2020","none","0"
"Server33","11/16/2020","low","0"
"Server33","11/16/2020","medium","0"
"Server33","11/16/2020","high","0"
"Server33","11/16/2020","critical","0"
"Server33","11/16/2020","total","0"
"Server34","11/16/2020","none","8"
"Server34","11/16/2020","low","1"
"Server34","11/16/2020","medium","3"
"Server34","11/16/2020","high","1"
"Server34","11/16/2020","critical","1"
"Server34","11/16/2020","total","14"
"Server35","11/16/2020","none","0"
"Server35","11/16/2020","low","0"
"Server35","11/16/2020","medium","0"
"Server35","11/16/2020","high","0"
"Server35","11/16/2020","critical","0"
"Server35","11/16/2020","total","0"
"Server36","11/16/2020","none","0"
"Server36","11/16/2020","low","0"
"Server36","11/16/2020","medium","0"
"Server36","11/16/2020","high","0"
"Server36","11/16/2020","critical","0"
